InvoiceNo,CustomerID,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,InvoiceDate,Country,Revenue
INV209549,10371,5064,Product_158,Accessories,Nike,3,13.53,02-02-2024 21:00,USA,40.59
INV209550,10552,1356,Product_10,Accessories,Loreal,2,44.41,02-02-2024 22:00,Germany,88.82
INV209551,10842,4073,Product_139,Electronics,Samsung,7,404.54,02-02-2024 23:00,India,2831.78
INV209552,10712,9073,Product_215,Fashion,Nike,2,276.73,03-02-2024 00:00,Germany,553.46
INV209553,10315,4307,Product_128,Beauty,Apple,1,372.26,03-02-2024 01:00,UK,372.26
INV209554,10313,1760,Product_51,Home,LG,5,52.3,03-02-2024 02:00,France,261.5
INV209555,10129,3843,Product_7,Home,Nike,6,133.32,03-02-2024 03:00,India,799.92
INV209556,10788,6787,Product_298,Grocery,Nike,7,119.57,03-02-2024 04:00,India,836.99
INV209557,10737,9666,Product_219,Home,Adidas,2,341.07,03-02-2024 05:00,France,682.14
INV209558,10785,1604,Product_283,Grocery,Nike,7,215.61,03-02-2024 06:00,India,1509.27
INV209559,10416,5661,Product_71,Grocery,Sony,6,457.01,03-02-2024 07:00,India,2742.06
INV209560,10228,3226,Product_53,Home,Sony,4,262.59,03-02-2024 08:00,France,1050.36
INV209561,10385,8734,Product_208,Grocery,Adidas,1,87.59,03-02-2024 09:00,USA,87.59
INV209562,10854,5877,Product_34,Grocery,Sony,4,294.66,03-02-2024 10:00,Germany,1178.64
INV209563,10849,4861,Product_108,Grocery,Sony,7,193.47,03-02-2024 11:00,UK,1354.29
INV209564,10290,5110,Product_80,Fashion,Loreal,4,70.99,03-02-2024 12:00,India,283.96
INV209565,10174,4467,Product_253,Home,Adidas,3,486.46,03-02-2024 13:00,USA,1459.38
INV209566,10552,9301,Product_52,Grocery,Philips,7,283.47,03-02-2024 14:00,USA,1984.29
INV209567,10533,1339,Product_202,Grocery,Apple,7,35.39,03-02-2024 15:00,USA,247.73
INV209568,10832,2508,Product_25,Electronics,Sony,2,402.48,03-02-2024 16:00,UK,804.96
INV209569,10088,5289,Product_95,Fashion,Loreal,4,285.47,03-02-2024 17:00,France,1141.88
INV209570,10871,5800,Product_207,Home,Philips,7,373.86,03-02-2024 18:00,UK,2617.02
INV209571,10658,3271,Product_291,Accessories,Philips,6,344.56,03-02-2024 19:00,India,2067.36
INV209572,10913,5176,Product_64,Grocery,Apple,2,497.85,03-02-2024 20:00,France,995.7
INV209573,10562,6399,Product_182,Accessories,LG,1,386.74,03-02-2024 21:00,USA,386.74
INV209574,10656,9043,Product_235,Grocery,LG,6,494.58,03-02-2024 22:00,India,2967.48
INV209575,10543,6110,Product_241,Accessories,Loreal,7,93.37,03-02-2024 23:00,USA,653.59
INV209576,10879,5702,Product_220,Accessories,Nike,1,282.05,04-02-2024 00:00,UK,282.05
INV209577,10147,3628,Product_282,Fashion,Apple,6,453.99,04-02-2024 01:00,USA,2723.94
INV209578,10373,7114,Product_62,Electronics,Sony,4,341.66,04-02-2024 02:00,France,1366.64
INV209579,10975,7840,Product_172,Home,LG,4,323.05,04-02-2024 03:00,UK,1292.2
INV209580,10223,8797,Product_184,Beauty,Nike,4,110.51,04-02-2024 04:00,UK,442.04
INV209581,10808,2109,Product_99,Home,Sony,4,361.94,04-02-2024 05:00,USA,1447.76
INV209582,10926,1470,Product_286,Fashion,Sony,1,27.05,04-02-2024 06:00,France,27.05
INV209583,10309,1547,Product_234,Home,Philips,2,266.05,04-02-2024 07:00,USA,532.1
INV209584,10358,4064,Product_39,Home,Loreal,1,149.41,04-02-2024 08:00,Germany,149.41
INV209585,10705,3934,Product_127,Electronics,Philips,2,273.21,04-02-2024 09:00,Germany,546.42
INV209586,10178,1847,Product_101,Beauty,Apple,6,325.24,04-02-2024 10:00,UK,1951.44
INV209587,10980,3330,Product_284,Grocery,Apple,1,359.77,04-02-2024 11:00,Germany,359.77
INV209588,10131,3546,Product_70,Grocery,Apple,5,475.72,04-02-2024 12:00,India,2378.6
INV209589,10382,5646,Product_240,Beauty,Samsung,5,49.5,04-02-2024 13:00,UK,247.5
INV209590,10668,2748,Product_132,Beauty,Nike,6,196.46,04-02-2024 14:00,UK,1178.76
INV209591,10655,9162,Product_114,Accessories,Nike,4,471.9,04-02-2024 15:00,USA,1887.6
INV209592,10073,9881,Product_88,Accessories,Samsung,7,313.78,04-02-2024 16:00,UK,2196.46
INV209593,10809,1775,Product_215,Electronics,Samsung,5,81.49,04-02-2024 17:00,Germany,407.45
INV209594,10425,9318,Product_17,Beauty,Nike,3,343.32,04-02-2024 18:00,India,1029.96
INV209595,10179,1877,Product_141,Home,Adidas,6,307.68,04-02-2024 19:00,UK,1846.08
INV209596,10555,8912,Product_59,Electronics,Loreal,6,410.04,04-02-2024 20:00,USA,2460.24
INV209597,10064,9011,Product_61,Fashion,Sony,6,399.75,04-02-2024 21:00,India,2398.5
INV209598,10202,5581,Product_76,Home,Samsung,3,94.08,04-02-2024 22:00,India,282.24
INV209599,10815,4503,Product_195,Beauty,Philips,1,427.18,04-02-2024 23:00,France,427.18
INV209600,10723,6483,Product_37,Beauty,Samsung,1,169.16,05-02-2024 00:00,USA,169.16
INV209601,10541,8942,Product_156,Home,Philips,5,209.89,05-02-2024 01:00,Germany,1049.45
INV209602,10204,4104,Product_190,Home,Samsung,4,286.84,05-02-2024 02:00,France,1147.36
INV209603,10053,2123,Product_203,Electronics,Adidas,7,478.99,05-02-2024 03:00,UK,3352.93
INV209604,10897,5283,Product_12,Fashion,Samsung,3,108.36,05-02-2024 04:00,India,325.08
INV209605,10985,7249,Product_282,Fashion,Philips,7,499.2,05-02-2024 05:00,France,3494.4
INV209606,10454,7213,Product_291,Home,Apple,1,326.38,05-02-2024 06:00,Germany,326.38
INV209607,10803,6664,Product_206,Accessories,Sony,5,120.84,05-02-2024 07:00,UK,604.2
INV209608,10387,6211,Product_213,Home,Apple,6,473.95,05-02-2024 08:00,Germany,2843.7
INV209609,10643,5391,Product_192,Electronics,Nike,6,76.82,05-02-2024 09:00,France,460.92
INV209610,10262,6893,Product_215,Home,LG,3,372.76,05-02-2024 10:00,UK,1118.28
INV209611,10504,1769,Product_249,Home,LG,7,322.82,05-02-2024 11:00,UK,2259.74
INV209612,10134,8814,Product_43,Electronics,Apple,5,260.63,05-02-2024 12:00,India,1303.15
INV209613,10087,2047,Product_284,Fashion,Nike,3,401.51,05-02-2024 13:00,USA,1204.53
INV209614,10889,1000,Product_268,Accessories,Philips,7,432.71,05-02-2024 14:00,France,3028.97
INV209615,10163,2208,Product_265,Accessories,Philips,5,459.56,05-02-2024 15:00,USA,2297.8
INV209616,10572,2395,Product_155,Grocery,Loreal,1,41.82,05-02-2024 16:00,USA,41.82
INV209617,10751,7042,Product_134,Beauty,Philips,2,57.6,05-02-2024 17:00,UK,115.2
INV209618,10627,3012,Product_17,Home,Sony,6,248.35,05-02-2024 18:00,Germany,1490.1
INV209619,10541,8824,Product_21,Electronics,Loreal,5,207.75,05-02-2024 19:00,India,1038.75
INV209620,10588,6144,Product_95,Home,Nike,1,407.51,05-02-2024 20:00,Germany,407.51
INV209621,10203,1810,Product_278,Accessories,LG,7,167.09,05-02-2024 21:00,India,1169.63
INV209622,10809,9239,Product_120,Home,Nike,2,254.68,05-02-2024 22:00,France,509.36
INV209623,10903,2638,Product_28,Home,Loreal,3,465.96,05-02-2024 23:00,France,1397.88
INV209624,10681,7622,Product_122,Accessories,Sony,4,371.09,06-02-2024 00:00,USA,1484.36
INV209625,10101,5322,Product_192,Fashion,Adidas,5,190.63,06-02-2024 01:00,India,953.15
INV209626,10031,7971,Product_1,Home,Loreal,5,467.99,06-02-2024 02:00,France,2339.95
INV209627,10417,4235,Product_234,Home,Adidas,3,125.65,06-02-2024 03:00,UK,376.95
INV209628,10526,2569,Product_258,Home,Adidas,5,95.68,06-02-2024 04:00,USA,478.4
INV209629,10984,6839,Product_41,Accessories,Samsung,6,257.99,06-02-2024 05:00,France,1547.94
INV209630,10755,1886,Product_56,Home,Samsung,5,216.86,06-02-2024 06:00,UK,1084.3
INV209631,10485,8505,Product_153,Beauty,Apple,5,24.45,06-02-2024 07:00,Germany,122.25
INV209632,10090,9211,Product_165,Grocery,Philips,3,174.57,06-02-2024 08:00,UK,523.71
INV209633,10707,1348,Product_66,Grocery,Apple,5,17.38,06-02-2024 09:00,Germany,86.9
INV209634,10650,5471,Product_22,Grocery,Samsung,6,452.87,06-02-2024 10:00,USA,2717.22
INV209635,10972,4368,Product_171,Home,Loreal,1,335.62,06-02-2024 11:00,UK,335.62
INV209636,10433,7916,Product_215,Beauty,Loreal,6,232.76,06-02-2024 12:00,USA,1396.56
INV209637,10915,1800,Product_247,Fashion,Samsung,1,281.71,06-02-2024 13:00,UK,281.71
INV209638,10788,8615,Product_278,Electronics,Loreal,2,221.82,06-02-2024 14:00,UK,443.64
INV209639,10252,1797,Product_136,Grocery,Adidas,2,251.92,06-02-2024 15:00,France,503.84
INV209640,10438,5326,Product_61,Home,Nike,5,344.02,06-02-2024 16:00,France,1720.1
INV209641,10615,5164,Product_90,Accessories,Philips,2,219,06-02-2024 17:00,France,438
INV209642,10585,7333,Product_215,Grocery,Nike,7,281.68,06-02-2024 18:00,UK,1971.76
INV209643,10198,6395,Product_178,Beauty,Samsung,4,444.75,06-02-2024 19:00,India,1779
INV209644,10806,8032,Product_262,Beauty,Apple,5,148.59,06-02-2024 20:00,India,742.95
INV209645,10547,4640,Product_33,Home,Nike,4,18.86,06-02-2024 21:00,UK,75.44
INV209646,10690,9836,Product_194,Accessories,Adidas,2,394.59,06-02-2024 22:00,France,789.18
INV209647,10948,7918,Product_127,Beauty,Sony,2,174.14,06-02-2024 23:00,UK,348.28
INV209648,10996,6173,Product_216,Beauty,Samsung,1,70.7,07-02-2024 00:00,Germany,70.7
INV209649,10809,6036,Product_275,Home,Sony,6,304,07-02-2024 01:00,India,1824
INV209650,10860,5853,Product_253,Beauty,Adidas,4,137.02,07-02-2024 02:00,USA,548.08
INV209651,10226,2532,Product_273,Grocery,Nike,1,347.55,07-02-2024 03:00,USA,347.55
INV209652,10524,7176,Product_233,Fashion,LG,6,144.71,07-02-2024 04:00,Germany,868.26
INV209653,10083,3610,Product_108,Beauty,Nike,2,69.52,07-02-2024 05:00,USA,139.04
INV209654,10509,5475,Product_178,Beauty,Loreal,7,243.05,07-02-2024 06:00,India,1701.35
INV209655,10954,1251,Product_92,Electronics,Apple,5,204.84,07-02-2024 07:00,UK,1024.2
INV209656,10924,6614,Product_153,Electronics,Samsung,7,286.34,07-02-2024 08:00,UK,2004.38
INV209657,10326,6131,Product_50,Fashion,Nike,3,263.01,07-02-2024 09:00,UK,789.03
INV209658,10042,4210,Product_3,Grocery,Philips,6,171.87,07-02-2024 10:00,India,1031.22
INV209659,10024,2784,Product_115,Beauty,Sony,6,327.21,07-02-2024 11:00,France,1963.26
INV209660,10516,8928,Product_80,Electronics,Nike,7,330.93,07-02-2024 12:00,UK,2316.51
INV209661,10730,3791,Product_111,Grocery,Loreal,6,113.38,07-02-2024 13:00,India,680.28
INV209662,10152,9554,Product_297,Home,LG,5,282.79,07-02-2024 14:00,UK,1413.95
INV209663,10213,7043,Product_135,Fashion,Samsung,2,197.33,07-02-2024 15:00,USA,394.66
INV209664,10872,6742,Product_233,Beauty,Philips,3,58.78,07-02-2024 16:00,Germany,176.34
INV209665,10457,9460,Product_12,Accessories,Adidas,2,466.78,07-02-2024 17:00,India,933.56
INV209666,10767,4559,Product_287,Beauty,Nike,5,87.43,07-02-2024 18:00,India,437.15
INV209667,10668,1605,Product_18,Fashion,Nike,6,157.23,07-02-2024 19:00,India,943.38
INV209668,10380,8741,Product_94,Electronics,Samsung,4,434.82,07-02-2024 20:00,India,1739.28
INV209669,10101,3037,Product_166,Electronics,LG,7,434.67,07-02-2024 21:00,India,3042.69
INV209670,10727,5244,Product_70,Home,Adidas,6,213.18,07-02-2024 22:00,UK,1279.08
INV209671,10481,7006,Product_142,Grocery,LG,1,389.4,07-02-2024 23:00,India,389.4
INV209672,10952,3593,Product_278,Electronics,Sony,4,399.61,08-02-2024 00:00,India,1598.44
INV209673,10910,5538,Product_270,Beauty,Nike,5,247.86,08-02-2024 01:00,USA,1239.3
INV209674,10393,3857,Product_112,Electronics,Apple,7,133.21,08-02-2024 02:00,USA,932.47
INV209675,10019,8645,Product_22,Fashion,Nike,7,95.12,08-02-2024 03:00,France,665.84
INV209676,10192,6990,Product_51,Grocery,Sony,1,101.82,08-02-2024 04:00,UK,101.82
INV209677,10072,9013,Product_156,Beauty,Samsung,6,436.96,08-02-2024 05:00,India,2621.76
INV209678,10239,9230,Product_98,Fashion,Sony,1,443.63,08-02-2024 06:00,UK,443.63
INV209679,10896,5397,Product_173,Home,LG,4,71.19,08-02-2024 07:00,UK,284.76
INV209680,10220,1620,Product_257,Fashion,Sony,2,412.14,08-02-2024 08:00,USA,824.28
INV209681,10734,6501,Product_165,Electronics,Philips,2,309.73,08-02-2024 09:00,India,619.46
INV209682,10995,1424,Product_261,Home,Samsung,6,390.97,08-02-2024 10:00,Germany,2345.82
INV209683,10361,4890,Product_124,Accessories,Apple,2,189.41,08-02-2024 11:00,USA,378.82
INV209684,10383,5302,Product_265,Grocery,LG,4,221.94,08-02-2024 12:00,India,887.76
INV209685,10677,9988,Product_107,Beauty,Nike,3,348.47,08-02-2024 13:00,Germany,1045.41
INV209686,10681,2794,Product_178,Fashion,Loreal,5,358.25,08-02-2024 14:00,Germany,1791.25
INV209687,10157,1716,Product_56,Electronics,Philips,4,213.63,08-02-2024 15:00,UK,854.52
INV209688,10248,9298,Product_269,Electronics,Nike,7,452.59,08-02-2024 16:00,USA,3168.13
INV209689,10823,3507,Product_254,Home,Samsung,3,410.96,08-02-2024 17:00,India,1232.88
INV209690,10945,1930,Product_118,Beauty,Sony,3,248.15,08-02-2024 18:00,India,744.45
INV209691,10786,7129,Product_32,Beauty,Samsung,2,459.16,08-02-2024 19:00,Germany,918.32
INV209692,10015,4581,Product_37,Fashion,Loreal,1,417.36,08-02-2024 20:00,Germany,417.36
INV209693,10185,6498,Product_202,Home,Sony,2,210.07,08-02-2024 21:00,UK,420.14
INV209694,10059,8855,Product_158,Home,Philips,6,383.07,08-02-2024 22:00,Germany,2298.42
INV209695,10216,2110,Product_240,Accessories,Sony,7,344.4,08-02-2024 23:00,Germany,2410.8
INV209696,10126,5456,Product_35,Home,Loreal,3,324.86,09-02-2024 00:00,Germany,974.58
INV209697,10981,2264,Product_105,Home,Apple,2,80.76,09-02-2024 01:00,Germany,161.52
INV209698,10371,4531,Product_32,Home,Adidas,5,495.62,09-02-2024 02:00,France,2478.1
INV209699,10494,2973,Product_291,Grocery,Apple,4,87.67,09-02-2024 03:00,France,350.68
INV209700,10680,1039,Product_14,Home,Nike,3,13.81,09-02-2024 04:00,Germany,41.43
INV209701,10472,5442,Product_49,Grocery,Adidas,6,205.06,09-02-2024 05:00,India,1230.36
INV209702,10328,2624,Product_196,Accessories,Sony,6,447.28,09-02-2024 06:00,Germany,2683.68
INV209703,10224,9005,Product_188,Accessories,Sony,5,374.25,09-02-2024 07:00,UK,1871.25
INV209704,10722,1523,Product_77,Home,Sony,2,338.97,09-02-2024 08:00,India,677.94
INV209705,10928,4000,Product_35,Electronics,LG,5,25.5,09-02-2024 09:00,India,127.5
INV209706,10060,5204,Product_197,Fashion,LG,5,154.71,09-02-2024 10:00,Germany,773.55
INV209707,10425,2460,Product_1,Home,Nike,3,120.69,09-02-2024 11:00,India,362.07
INV209708,10484,1248,Product_216,Fashion,Philips,3,452.95,09-02-2024 12:00,France,1358.85
INV209709,10878,4133,Product_46,Grocery,Sony,3,356.44,09-02-2024 13:00,UK,1069.32
INV209710,10955,3175,Product_81,Fashion,Adidas,1,34.19,09-02-2024 14:00,USA,34.19
INV209711,10317,6772,Product_18,Fashion,Sony,7,268.33,09-02-2024 15:00,France,1878.31
INV209712,10082,3117,Product_229,Fashion,Samsung,4,453.21,09-02-2024 16:00,France,1812.84
INV209713,10617,4736,Product_62,Electronics,Loreal,7,96.18,09-02-2024 17:00,Germany,673.26
INV209714,10805,4030,Product_249,Home,LG,4,205.08,09-02-2024 18:00,USA,820.32
INV209715,10534,4528,Product_15,Accessories,Loreal,5,457.36,09-02-2024 19:00,France,2286.8
INV209716,10175,4992,Product_167,Grocery,Nike,5,407.67,09-02-2024 20:00,India,2038.35
INV209717,10599,4058,Product_199,Accessories,Philips,5,349.84,09-02-2024 21:00,UK,1749.2
INV209718,10653,5326,Product_105,Home,Loreal,7,203.42,09-02-2024 22:00,France,1423.94
INV209719,10791,3095,Product_251,Home,Sony,3,347.18,09-02-2024 23:00,UK,1041.54
INV209720,10841,6061,Product_254,Accessories,Nike,6,451.17,10-02-2024 00:00,France,2707.02
INV209721,10539,6908,Product_165,Electronics,Nike,4,488.39,10-02-2024 01:00,USA,1953.56
INV209722,10002,5406,Product_98,Grocery,Loreal,1,487.25,10-02-2024 02:00,India,487.25
INV209723,10309,9102,Product_144,Grocery,Apple,4,292.53,10-02-2024 03:00,France,1170.12
INV209724,10008,4038,Product_192,Fashion,Philips,1,330.12,10-02-2024 04:00,USA,330.12
INV209725,10389,4214,Product_217,Electronics,LG,7,498.95,10-02-2024 05:00,UK,3492.65
INV209726,10336,1079,Product_0,Electronics,Apple,3,131.13,10-02-2024 06:00,India,393.39
INV209727,10394,5849,Product_218,Fashion,Apple,6,398.56,10-02-2024 07:00,UK,2391.36
INV209728,10619,9292,Product_169,Fashion,Philips,6,431.16,10-02-2024 08:00,UK,2586.96
INV209729,10872,2263,Product_28,Accessories,Sony,2,373.95,10-02-2024 09:00,India,747.9
INV209730,10838,2209,Product_74,Beauty,Adidas,5,307.53,10-02-2024 10:00,Germany,1537.65
INV209731,10808,7100,Product_172,Beauty,Apple,7,408.29,10-02-2024 11:00,Germany,2858.03
INV209732,10961,9438,Product_33,Beauty,LG,5,73.75,10-02-2024 12:00,UK,368.75
INV209733,10163,3610,Product_92,Home,LG,7,236.44,10-02-2024 13:00,India,1655.08
INV209734,10456,5333,Product_93,Grocery,LG,6,453.85,10-02-2024 14:00,France,2723.1
INV209735,10449,9624,Product_154,Accessories,Loreal,5,213.53,10-02-2024 15:00,France,1067.65
INV209736,10435,9094,Product_193,Grocery,Apple,1,15.4,10-02-2024 16:00,USA,15.4
INV209737,10935,2636,Product_245,Home,Loreal,1,178.61,10-02-2024 17:00,USA,178.61
INV209738,10195,2524,Product_189,Beauty,Nike,5,130.62,10-02-2024 18:00,Germany,653.1
INV209739,10411,8548,Product_275,Home,Sony,7,153.11,10-02-2024 19:00,France,1071.77
INV209740,10051,9163,Product_137,Beauty,Apple,2,225.99,10-02-2024 20:00,Germany,451.98
INV209741,10676,5452,Product_281,Fashion,Nike,7,228.68,10-02-2024 21:00,India,1600.76
INV209742,10068,2360,Product_147,Fashion,Loreal,6,183.2,10-02-2024 22:00,Germany,1099.2
INV209743,10391,5684,Product_176,Electronics,Apple,6,438.55,10-02-2024 23:00,Germany,2631.3
INV209744,10794,8280,Product_30,Grocery,Samsung,3,249.44,11-02-2024 00:00,UK,748.32
INV209745,10611,9218,Product_68,Electronics,Philips,7,210.38,11-02-2024 01:00,India,1472.66
INV209746,10422,1328,Product_237,Grocery,Adidas,4,264.68,11-02-2024 02:00,UK,1058.72
INV209747,10008,7827,Product_107,Electronics,Adidas,6,339.06,11-02-2024 03:00,France,2034.36
INV209748,10465,2233,Product_130,Home,LG,1,33.22,11-02-2024 04:00,France,33.22
INV209749,10778,7325,Product_173,Grocery,Loreal,2,467.84,11-02-2024 05:00,Germany,935.68
INV209750,10959,1932,Product_235,Home,Adidas,4,362.21,11-02-2024 06:00,Germany,1448.84
INV209751,10655,3780,Product_165,Fashion,Loreal,1,103.24,11-02-2024 07:00,Germany,103.24
INV209752,10761,8269,Product_20,Fashion,Apple,3,34.21,11-02-2024 08:00,UK,102.63
INV209753,10847,1254,Product_265,Electronics,Samsung,4,357.37,11-02-2024 09:00,Germany,1429.48
INV209754,10570,5694,Product_192,Beauty,Samsung,7,362.23,11-02-2024 10:00,UK,2535.61
INV209755,10890,1961,Product_122,Home,Nike,7,291.1,11-02-2024 11:00,France,2037.7
INV209756,10021,9330,Product_101,Beauty,LG,4,132.38,11-02-2024 12:00,India,529.52
INV209757,10773,2778,Product_44,Fashion,Nike,5,475.73,11-02-2024 13:00,France,2378.65
INV209758,10001,8552,Product_20,Home,Loreal,7,439.85,11-02-2024 14:00,Germany,3078.95
INV209759,10270,5467,Product_269,Beauty,LG,2,419.85,11-02-2024 15:00,UK,839.7
INV209760,10208,9275,Product_33,Grocery,Samsung,3,378.07,11-02-2024 16:00,UK,1134.21
INV209761,10895,5455,Product_57,Beauty,Sony,5,125.65,11-02-2024 17:00,UK,628.25
INV209762,10930,8694,Product_119,Fashion,Samsung,4,270.46,11-02-2024 18:00,USA,1081.84
INV209763,10035,6121,Product_138,Grocery,Philips,7,156.18,11-02-2024 19:00,Germany,1093.26
INV209764,10725,5995,Product_39,Accessories,Apple,3,320.1,11-02-2024 20:00,France,960.3
INV209765,10038,8564,Product_58,Beauty,Philips,2,134.03,11-02-2024 21:00,France,268.06
INV209766,10765,6298,Product_173,Grocery,Philips,1,379.77,11-02-2024 22:00,USA,379.77
INV209767,10313,7827,Product_99,Grocery,Samsung,1,233.03,11-02-2024 23:00,USA,233.03
INV209768,10116,9279,Product_166,Beauty,Adidas,3,415.03,12-02-2024 00:00,Germany,1245.09
INV209769,10391,8493,Product_298,Home,Adidas,4,355.92,12-02-2024 01:00,Germany,1423.68
INV209770,10696,4756,Product_19,Grocery,LG,2,181.74,12-02-2024 02:00,UK,363.48
INV209771,10118,1361,Product_63,Fashion,Apple,5,68.13,12-02-2024 03:00,UK,340.65
INV209772,10720,6420,Product_293,Home,Sony,3,41.69,12-02-2024 04:00,India,125.07
INV209773,10273,1522,Product_126,Electronics,Nike,2,57.84,12-02-2024 05:00,USA,115.68
INV209774,10044,4467,Product_164,Electronics,Apple,5,488.65,12-02-2024 06:00,UK,2443.25
INV209775,10341,5486,Product_77,Fashion,Nike,2,36.27,12-02-2024 07:00,Germany,72.54
INV209776,10076,4965,Product_22,Electronics,Apple,7,305.47,12-02-2024 08:00,USA,2138.29
INV209777,10362,8473,Product_259,Electronics,Sony,7,400.35,12-02-2024 09:00,UK,2802.45
INV209778,10711,6427,Product_163,Electronics,Adidas,1,391.01,12-02-2024 10:00,India,391.01
INV209779,10596,6082,Product_263,Home,Apple,3,245.9,12-02-2024 11:00,USA,737.7
INV209780,10087,7014,Product_90,Fashion,Nike,6,190.48,12-02-2024 12:00,UK,1142.88
INV209781,10948,4477,Product_198,Home,Apple,1,398.8,12-02-2024 13:00,USA,398.8
INV209782,10417,4276,Product_277,Home,LG,4,10.73,12-02-2024 14:00,Germany,42.92
INV209783,10678,1500,Product_235,Beauty,Sony,6,491.95,12-02-2024 15:00,India,2951.7
INV209784,10870,1801,Product_45,Fashion,Sony,6,329.03,12-02-2024 16:00,France,1974.18
INV209785,10591,2257,Product_265,Accessories,Adidas,4,59.44,12-02-2024 17:00,India,237.76
INV209786,10541,5062,Product_262,Grocery,Philips,5,380.09,12-02-2024 18:00,India,1900.45
INV209787,10132,1850,Product_81,Fashion,Nike,4,384.36,12-02-2024 19:00,UK,1537.44
INV209788,10443,6585,Product_29,Grocery,Sony,3,90.23,12-02-2024 20:00,UK,270.69
INV209789,10870,2743,Product_63,Fashion,Nike,2,228.64,12-02-2024 21:00,USA,457.28
INV209790,10799,8068,Product_265,Electronics,Philips,5,166.53,12-02-2024 22:00,UK,832.65
INV209791,10845,8609,Product_145,Grocery,Philips,3,409.35,12-02-2024 23:00,France,1228.05
INV209792,10008,5909,Product_209,Beauty,Samsung,1,148.29,13-02-2024 00:00,Germany,148.29
INV209793,10347,5175,Product_263,Electronics,Loreal,7,110.77,13-02-2024 01:00,UK,775.39
INV209794,10498,2673,Product_164,Electronics,Sony,1,373.77,13-02-2024 02:00,France,373.77
INV209795,10156,1638,Product_228,Fashion,Nike,5,300.17,13-02-2024 03:00,India,1500.85
INV209796,10989,8116,Product_70,Fashion,Adidas,3,496.37,13-02-2024 04:00,India,1489.11
INV209797,10343,7399,Product_277,Accessories,Philips,3,308.37,13-02-2024 05:00,UK,925.11
INV209798,10593,1081,Product_187,Beauty,Philips,4,411.45,13-02-2024 06:00,France,1645.8
INV209799,10517,9150,Product_214,Electronics,Nike,7,31.26,13-02-2024 07:00,France,218.82
INV209800,10707,5202,Product_161,Home,Loreal,7,482.51,13-02-2024 08:00,Germany,3377.57
INV209801,10733,7630,Product_5,Electronics,Adidas,7,433.23,13-02-2024 09:00,UK,3032.61
INV209802,10179,4039,Product_197,Electronics,Loreal,1,45.45,13-02-2024 10:00,Germany,45.45
INV209803,10861,9852,Product_48,Fashion,Loreal,6,326.57,13-02-2024 11:00,Germany,1959.42
INV209804,10559,8864,Product_264,Electronics,Philips,4,130.65,13-02-2024 12:00,USA,522.6
INV209805,10727,9567,Product_107,Grocery,Nike,3,459.37,13-02-2024 13:00,France,1378.11
INV209806,10168,9771,Product_269,Accessories,Adidas,7,125.01,13-02-2024 14:00,India,875.07
INV209807,10145,7226,Product_27,Grocery,Loreal,4,288.5,13-02-2024 15:00,Germany,1154
INV209808,10804,9594,Product_10,Fashion,Adidas,2,333.86,13-02-2024 16:00,USA,667.72
INV209809,10687,1447,Product_3,Home,Sony,1,397.31,13-02-2024 17:00,Germany,397.31
INV209810,10051,2171,Product_298,Fashion,Samsung,7,152.29,13-02-2024 18:00,India,1066.03
INV209811,10793,5332,Product_74,Accessories,Sony,4,178.99,13-02-2024 19:00,USA,715.96
INV209812,10251,2336,Product_232,Beauty,Loreal,4,394.22,13-02-2024 20:00,France,1576.88
INV209813,10114,6248,Product_92,Electronics,Loreal,2,270.84,13-02-2024 21:00,UK,541.68
INV209814,10485,7340,Product_50,Home,Nike,7,104.81,13-02-2024 22:00,India,733.67
INV209815,10365,3743,Product_79,Home,Loreal,5,66.14,13-02-2024 23:00,UK,330.7
INV209816,10715,4751,Product_7,Fashion,Philips,4,460.24,14-02-2024 00:00,UK,1840.96
INV209817,10982,1581,Product_100,Accessories,Samsung,5,144.18,14-02-2024 01:00,USA,720.9
INV209818,10321,4919,Product_221,Beauty,Adidas,2,276.34,14-02-2024 02:00,USA,552.68
INV209819,10139,3019,Product_227,Home,Samsung,7,364.96,14-02-2024 03:00,Germany,2554.72
INV209820,10889,2003,Product_156,Beauty,Nike,6,475.31,14-02-2024 04:00,UK,2851.86
INV209821,10602,1717,Product_134,Accessories,Loreal,6,46.95,14-02-2024 05:00,UK,281.7
INV209822,10016,7576,Product_159,Home,Sony,7,59.37,14-02-2024 06:00,USA,415.59
INV209823,10345,9374,Product_20,Fashion,Loreal,1,390.79,14-02-2024 07:00,Germany,390.79
INV209824,10757,5944,Product_197,Grocery,Adidas,3,376.86,14-02-2024 08:00,India,1130.58
INV209825,10968,3088,Product_222,Electronics,Apple,5,415.53,14-02-2024 09:00,USA,2077.65
INV209826,10706,4500,Product_275,Grocery,Sony,2,122.59,14-02-2024 10:00,USA,245.18
INV209827,10799,8639,Product_68,Electronics,Sony,1,71.59,14-02-2024 11:00,India,71.59
INV209828,10902,2649,Product_107,Accessories,Loreal,1,362.2,14-02-2024 12:00,UK,362.2
INV209829,10909,5051,Product_143,Beauty,Samsung,2,364.53,14-02-2024 13:00,UK,729.06
INV209830,10166,5026,Product_114,Beauty,Philips,6,99.7,14-02-2024 14:00,USA,598.2
INV209831,10597,1695,Product_127,Beauty,Loreal,3,324.13,14-02-2024 15:00,India,972.39
INV209832,10132,8429,Product_290,Home,Sony,5,80.53,14-02-2024 16:00,Germany,402.65
